indic,s_adj,unit,geo,time,values
BS-REBS,NSA,BAL,ES,2016-10-01,34.4
BS-REBS,NSA,BAL,EU28,2016-10-01,13.3
BS-REBS,NSA,BAL,FI,2016-10-01,-10
BS-REBS,NSA,BAL,FR,2016-10-01,1.8
BS-REBS,NSA,BAL,HR,2016-10-01,8.9
BS-REBS,NSA,BAL,HU,2016-10-01,16.3
BS-REBS,NSA,BAL,IT,2016-10-01,31.8
BS-REBS,NSA,BAL,LT,2016-10-01,6.1
BS-REBS,NSA,BAL,LV,2016-10-01,-0.3
BS-REBS,NSA,BAL,ME,2016-10-01,9.5
BS-REBS,NSA,BAL,MK,2016-10-01,10.6
BS-REBS,NSA,BAL,MT,2016-10-01,24.7
BS-REBS,NSA,BAL,NL,2016-10-01,31.4
BS-REBS,NSA,BAL,PL,2016-10-01,9.8
BS-REBS,NSA,BAL,PT,2016-10-01,4.6
BS-REBS,NSA,BAL,RO,2016-10-01,5.7
BS-REBS,NSA,BAL,RS,2016-10-01,35.9
BS-REBS,NSA,BAL,SE,2016-10-01,52
BS-REBS,NSA,BAL,SI,2016-10-01,61
BS-REBS,NSA,BAL,SK,2016-10-01,38
BS-REBS,NSA,BAL,TR,2016-10-01,-11.2
BS-REBS,NSA,BAL,UK,2016-10-01,16.1
BS-REBS,SA,BAL,AT,2016-10-01,0.6
BS-REBS,SA,BAL,BE,2016-10-01,2.8
BS-REBS,SA,BAL,BG,2016-10-01,33.1
BS-REBS,SA,BAL,CY,2016-10-01,12
BS-REBS,SA,BAL,CZ,2016-10-01,16.8
BS-REBS,SA,BAL,DE,2016-10-01,-1.2
BS-REBS,SA,BAL,DK,2016-10-01,20.4
BS-REBS,SA,BAL,EA19,2016-10-01,9.2
BS-REBS,SA,BAL,EE,2016-10-01,24.4
BS-REBS,SA,BAL,EL,2016-10-01,23.6
BS-REBS,SA,BAL,ES,2016-10-01,35.2
BS-REBS,SA,BAL,EU28,2016-10-01,11.1
BS-REBS,SA,BAL,FI,2016-10-01,1.4
BS-REBS,SA,BAL,FR,2016-10-01,-2.2
BS-REBS,SA,BAL,HR,2016-10-01,18.2
BS-REBS,SA,BAL,HU,2016-10-01,21
BS-REBS,SA,BAL,IT,2016-10-01,21.7
BS-REBS,SA,BAL,LT,2016-10-01,11.4
BS-REBS,SA,BAL,LV,2016-10-01,8.3
BS-REBS,SA,BAL,ME,2016-10-01,29.9
BS-REBS,SA,BAL,MK,2016-10-01,21.7
BS-REBS,SA,BAL,MT,2016-10-01,8.3
BS-REBS,SA,BAL,NL,2016-10-01,13.3
BS-REBS,SA,BAL,PL,2016-10-01,3.7
BS-REBS,SA,BAL,PT,2016-10-01,7
BS-REBS,SA,BAL,RO,2016-10-01,14
BS-REBS,SA,BAL,RS,2016-10-01,32.6
BS-REBS,SA,BAL,SE,2016-10-01,50.6
BS-REBS,SA,BAL,SI,2016-10-01,57.6
BS-REBS,SA,BAL,SK,2016-10-01,38.9
BS-REBS,SA,BAL,TR,2016-10-01,8.8
BS-REBS,SA,BAL,UK,2016-10-01,11.4
BS-REM,NSA,BAL,AT,2016-10-01,4.7
BS-REM,NSA,BAL,BE,2016-10-01,-1.2
BS-REM,NSA,BAL,BG,2016-10-01,8.7
BS-REM,NSA,BAL,CY,2016-10-01,-2
BS-REM,NSA,BAL,CZ,2016-10-01,20.7
BS-REM,NSA,BAL,DE,2016-10-01,0.6
BS-REM,NSA,BAL,DK,2016-10-01,4.5
BS-REM,NSA,BAL,EA19,2016-10-01,4.6
BS-REM,NSA,BAL,EE,2016-10-01,-1.7
BS-REM,NSA,BAL,EL,2016-10-01,12
BS-REM,NSA,BAL,ES,2016-10-01,5.5
BS-REM,NSA,BAL,EU28,2016-10-01,6.6
BS-REM,NSA,BAL,FI,2016-10-01,-16
BS-REM,NSA,BAL,FR,2016-10-01,-4.9
BS-REM,NSA,BAL,HR,2016-10-01,-3.5
BS-REM,NSA,BAL,HU,2016-10-01,5.7
BS-REM,NSA,BAL,IT,2016-10-01,23.8
BS-REM,NSA,BAL,LT,2016-10-01,10.3
BS-REM,NSA,BAL,LV,2016-10-01,-0.1
BS-REM,NSA,BAL,ME,2016-10-01,4.8
BS-REM,NSA,BAL,MK,2016-10-01,7.4
BS-REM,NSA,BAL,MT,2016-10-01,13.7
BS-REM,NSA,BAL,NL,2016-10-01,5.9
BS-REM,NSA,BAL,PL,2016-10-01,2.1
BS-REM,NSA,BAL,PT,2016-10-01,0.9
BS-REM,NSA,BAL,RO,2016-10-01,-8.8
BS-REM,NSA,BAL,RS,2016-10-01,7.4
BS-REM,NSA,BAL,SE,2016-10-01,15
BS-REM,NSA,BAL,SI,2016-10-01,15.4
BS-REM,NSA,BAL,SK,2016-10-01,24
BS-REM,NSA,BAL,TR,2016-10-01,-7.5
BS-REM,NSA,BAL,UK,2016-10-01,15.1
BS-REM,SA,BAL,AT,2016-10-01,6.7
BS-REM,SA,BAL,BE,2016-10-01,0.4
BS-REM,SA,BAL,BG,2016-10-01,8.5
BS-REM,SA,BAL,CY,2016-10-01,-1.9
BS-REM,SA,BAL,CZ,2016-10-01,17.1
BS-REM,SA,BAL,DE,2016-10-01,2
BS-REM,SA,BAL,DK,2016-10-01,1.3
BS-REM,SA,BAL,EA19,2016-10-01,4.6
BS-REM,SA,BAL,EE,2016-10-01,0.9
BS-REM,SA,BAL,EL,2016-10-01,11.3
BS-REM,SA,BAL,ES,2016-10-01,6.9
BS-REM,SA,BAL,EU28,2016-10-01,5
BS-REM,SA,BAL,FI,2016-10-01,-10.7
BS-REM,SA,BAL,FR,2016-10-01,-4.2
BS-REM,SA,BAL,HR,2016-10-01,4.6
BS-REM,SA,BAL,HU,2016-10-01,5.9
BS-REM,SA,BAL,IT,2016-10-01,19
BS-REM,SA,BAL,LT,2016-10-01,2.1
BS-REM,SA,BAL,LV,2016-10-01,3.4
BS-REM,SA,BAL,ME,2016-10-01,14
BS-REM,SA,BAL,MK,2016-10-01,7.6
BS-REM,SA,BAL,MT,2016-10-01,7.5
BS-REM,SA,BAL,NL,2016-10-01,4.2
BS-REM,SA,BAL,PL,2016-10-01,1.4
BS-REM,SA,BAL,PT,2016-10-01,1.3
BS-REM,SA,BAL,RO,2016-10-01,-10.9
BS-REM,SA,BAL,RS,2016-10-01,5.7
BS-REM,SA,BAL,SE,2016-10-01,15.2
BS-REM,SA,BAL,SI,2016-10-01,18.7
BS-REM,SA,BAL,SK,2016-10-01,20.9
BS-REM,SA,BAL,TR,2016-10-01,-2.8
BS-REM,SA,BAL,UK,2016-10-01,6.2
BS-ROP,NSA,BAL,AT,2016-10-01,-18.1
BS-ROP,NSA,BAL,BE,2016-10-01,-10.5
BS-ROP,NSA,BAL,BG,2016-10-01,26.8
BS-ROP,NSA,BAL,CY,2016-10-01,-1.2
BS-ROP,NSA,BAL,CZ,2016-10-01,13.3
BS-ROP,NSA,BAL,DE,2016-10-01,-13.5
BS-ROP,NSA,BAL,DK,2016-10-01,20.1
BS-ROP,NSA,BAL,EA19,2016-10-01,0.1
BS-ROP,NSA,BAL,EE,2016-10-01,4.3
BS-ROP,NSA,BAL,EL,2016-10-01,7.6
BS-ROP,NSA,BAL,ES,2016-10-01,17.5
BS-ROP,NSA,BAL,EU28,2016-10-01,2.5
BS-ROP,NSA,BAL,FI,2016-10-01,-19
BS-ROP,NSA,BAL,FR,2016-10-01,-7.1
BS-ROP,NSA,BAL,HR,2016-10-01,-1.5
BS-ROP,NSA,BAL,HU,2016-10-01,9.3
BS-ROP,NSA,BAL,IT,2016-10-01,17
BS-ROP,NSA,BAL,LT,2016-10-01,9.5
BS-ROP,NSA,BAL,LV,2016-10-01,-3.8
BS-ROP,NSA,BAL,ME,2016-10-01,2.4
BS-ROP,NSA,BAL,MK,2016-10-01,5.4
BS-ROP,NSA,BAL,MT,2016-10-01,14.4
BS-ROP,NSA,BAL,NL,2016-10-01,24.3
BS-ROP,NSA,BAL,PL,2016-10-01,6.3
BS-ROP,NSA,BAL,PT,2016-10-01,0.5
BS-ROP,NSA,BAL,RO,2016-10-01,-25.2
BS-ROP,NSA,BAL,RS,2016-10-01,19.8
BS-ROP,NSA,BAL,SE,2016-10-01,29
BS-ROP,NSA,BAL,SI,2016-10-01,10.9
BS-ROP,NSA,BAL,SK,2016-10-01,39
BS-ROP,NSA,BAL,TR,2016-10-01,-11.1
BS-ROP,NSA,BAL,UK,2016-10-01,7
BS-ROP,SA,BAL,AT,2016-10-01,-14.7
BS-ROP,SA,BAL,BE,2016-10-01,-8.7
BS-ROP,SA,BAL,BG,2016-10-01,28.9
BS-ROP,SA,BAL,CY,2016-10-01,-4.2
BS-ROP,SA,BAL,CZ,2016-10-01,5.2
BS-ROP,SA,BAL,DE,2016-10-01,-11.5
BS-ROP,SA,BAL,DK,2016-10-01,12.3
BS-ROP,SA,BAL,EA19,2016-10-01,-2.1
BS-ROP,SA,BAL,EE,2016-10-01,13
BS-ROP,SA,BAL,EL,2016-10-01,4.6
BS-ROP,SA,BAL,ES,2016-10-01,17.7
BS-ROP,SA,BAL,EU28,2016-10-01,0.3
BS-ROP,SA,BAL,FI,2016-10-01,-15
BS-ROP,SA,BAL,FR,2016-10-01,-8.7
BS-ROP,SA,BAL,HR,2016-10-01,5.7
BS-ROP,SA,BAL,HU,2016-10-01,13.7
BS-ROP,SA,BAL,IT,2016-10-01,5
BS-ROP,SA,BAL,LT,2016-10-01,12
BS-ROP,SA,BAL,LV,2016-10-01,4.3
BS-ROP,SA,BAL,ME,2016-10-01,22.7
BS-ROP,SA,BAL,MK,2016-10-01,15.4
BS-ROP,SA,BAL,MT,2016-10-01,10.9
BS-ROP,SA,BAL,NL,2016-10-01,14
BS-ROP,SA,BAL,PL,2016-10-01,1
BS-ROP,SA,BAL,PT,2016-10-01,1.6
BS-ROP,SA,BAL,RO,2016-10-01,-9.4
BS-ROP,SA,BAL,RS,2016-10-01,22.9
BS-ROP,SA,BAL,SE,2016-10-01,22.8
BS-ROP,SA,BAL,SI,2016-10-01,14.5
BS-ROP,SA,BAL,SK,2016-10-01,37.2
BS-ROP,SA,BAL,TR,2016-10-01,3.9
BS-ROP,SA,BAL,UK,2016-10-01,3.7
BS-RPBS,NSA,BAL,AT,2016-10-01,0
BS-RPBS,NSA,BAL,BE,2016-10-01,-9.4
BS-RPBS,NSA,BAL,BG,2016-10-01,27.6
BS-RPBS,NSA,BAL,CY,2016-10-01,-2.6
BS-RPBS,NSA,BAL,CZ,2016-10-01,48.5
BS-RPBS,NSA,BAL,DE,2016-10-01,8.2
BS-RPBS,NSA,BAL,DK,2016-10-01,-14.5
BS-RPBS,NSA,BAL,EA19,2016-10-01,1
BS-RPBS,NSA,BAL,EE,2016-10-01,31.4
BS-RPBS,NSA,BAL,EL,2016-10-01,9.9
BS-RPBS,NSA,BAL,ES,2016-10-01,7.7
BS-RPBS,NSA,BAL,EU28,2016-10-01,5.3
BS-RPBS,NSA,BAL,FI,2016-10-01,-2
BS-RPBS,NSA,BAL,FR,2016-10-01,-10.8
BS-RPBS,NSA,BAL,HR,2016-10-01,13.4
BS-RPBS,NSA,BAL,HU,2016-10-01,3.8
BS-RPBS,NSA,BAL,IT,2016-10-01,0
BS-RPBS,NSA,BAL,LT,2016-10-01,8.8
BS-RPBS,NSA,BAL,LV,2016-10-01,7.6
BS-RPBS,NSA,BAL,ME,2016-10-01,36.3
BS-RPBS,NSA,BAL,MK,2016-10-01,-1.5
BS-RPBS,NSA,BAL,MT,2016-10-01,21.9
BS-RPBS,NSA,BAL,NL,2016-10-01,-3.3
BS-RPBS,NSA,BAL,PL,2016-10-01,6.5
BS-RPBS,NSA,BAL,PT,2016-10-01,5.9
BS-RPBS,NSA,BAL,RO,2016-10-01,5.2
BS-RPBS,NSA,BAL,RS,2016-10-01,6
BS-RPBS,NSA,BAL,SE,2016-10-01,17
BS-RPBS,NSA,BAL,SI,2016-10-01,-17
BS-RPBS,NSA,BAL,SK,2016-10-01,36
BS-RPBS,NSA,BAL,TR,2016-10-01,-2.4
BS-RPBS,NSA,BAL,UK,2016-10-01,19.4
BS-RPBS,SA,BAL,AT,2016-10-01,3.8
BS-RPBS,SA,BAL,BE,2016-10-01,-12.9
BS-RPBS,SA,BAL,BG,2016-10-01,25.4
BS-RPBS,SA,BAL,CY,2016-10-01,-5.5
BS-RPBS,SA,BAL,CZ,2016-10-01,46.9
BS-RPBS,SA,BAL,DE,2016-10-01,10.7
BS-RPBS,SA,BAL,DK,2016-10-01,-6.6
BS-RPBS,SA,BAL,EA19,2016-10-01,2.2
BS-RPBS,SA,BAL,EE,2016-10-01,33.3
BS-RPBS,SA,BAL,EL,2016-10-01,15.8
BS-RPBS,SA,BAL,ES,2016-10-01,7.5
BS-RPBS,SA,BAL,EU28,2016-10-01,5.9
BS-RPBS,SA,BAL,FI,2016-10-01,0.3
BS-RPBS,SA,BAL,FR,2016-10-01,-9.6
BS-RPBS,SA,BAL,HR,2016-10-01,11.1
BS-RPBS,SA,BAL,HU,2016-10-01,4.9
BS-RPBS,SA,BAL,IT,2016-10-01,-6.4
BS-RPBS,SA,BAL,LT,2016-10-01,9
BS-RPBS,SA,BAL,LV,2016-10-01,9.7
BS-RPBS,SA,BAL,ME,2016-10-01,22.1
BS-RPBS,SA,BAL,MK,2016-10-01,-5.8
BS-RPBS,SA,BAL,MT,2016-10-01,13.1
BS-RPBS,SA,BAL,NL,2016-10-01,19.2
BS-RPBS,SA,BAL,PL,2016-10-01,7.9
BS-RPBS,SA,BAL,PT,2016-10-01,7.1
BS-RPBS,SA,BAL,RO,2016-10-01,-7.6
BS-RPBS,SA,BAL,RS,2016-10-01,1.2
BS-RPBS,SA,BAL,SE,2016-10-01,20.6
BS-RPBS,SA,BAL,SI,2016-10-01,-20.3
BS-RPBS,SA,BAL,SK,2016-10-01,38.1
BS-RPBS,SA,BAL,TR,2016-10-01,-8.9
BS-RPBS,SA,BAL,UK,2016-10-01,17.3
BS-RAS,NSA,BAL,AT,2016-09-01,9.7
BS-RAS,NSA,BAL,BE,2016-09-01,12.2
BS-RAS,NSA,BAL,BG,2016-09-01,0.6
BS-RAS,NSA,BAL,CY,2016-09-01,-0.4
BS-RAS,NSA,BAL,CZ,2016-09-01,2.5
BS-RAS,NSA,BAL,DE,2016-09-01,19.5
BS-RAS,NSA,BAL,DK,2016-09-01,10.6
BS-RAS,NSA,BAL,EA19,2016-09-01,12.3
BS-RAS,NSA,BAL,EE,2016-09-01,12.3
BS-RAS,NSA,BAL,EL,2016-09-01,6.2
BS-RAS,NSA,BAL,ES,2016-09-01,3.7
BS-RAS,NSA,BAL,EU28,2016-09-01,12.2
BS-RAS,NSA,BAL,FI,2016-09-01,5
BS-RAS,NSA,BAL,FR,2016-09-01,10.6
BS-RAS,NSA,BAL,HR,2016-09-01,5.9
BS-RAS,NSA,BAL,HU,2016-09-01,2.3
BS-RAS,NSA,BAL,IT,2016-09-01,12.3
BS-RAS,NSA,BAL,LT,2016-09-01,0.6
BS-RAS,NSA,BAL,LV,2016-09-01,1.1
BS-RAS,NSA,BAL,ME,2016-09-01,5.7
BS-RAS,NSA,BAL,MK,2016-09-01,2.7
BS-RAS,NSA,BAL,MT,2016-09-01,3.1
BS-RAS,NSA,BAL,NL,2016-09-01,10.6
BS-RAS,NSA,BAL,PL,2016-09-01,7
BS-RAS,NSA,BAL,PT,2016-09-01,3.5
BS-RAS,NSA,BAL,RO,2016-09-01,-3.3
BS-RAS,NSA,BAL,RS,2016-09-01,5.6
BS-RAS,NSA,BAL,SE,2016-09-01,19
BS-RAS,NSA,BAL,SI,2016-09-01,7.6
BS-RAS,NSA,BAL,SK,2016-09-01,11
BS-RAS,NSA,BAL,TR,2016-09-01,-0.5
BS-RAS,NSA,BAL,UK,2016-09-01,14.6
BS-RAS,SA,BAL,AT,2016-09-01,10.7
BS-RAS,SA,BAL,BE,2016-09-01,13.7
BS-RAS,SA,BAL,BG,2016-09-01,0.5
BS-RAS,SA,BAL,CY,2016-09-01,1.9
BS-RAS,SA,BAL,CZ,2016-09-01,4.4
BS-RAS,SA,BAL,DE,2016-09-01,20.9
BS-RAS,SA,BAL,DK,2016-09-01,11.4
BS-RAS,SA,BAL,EA19,2016-09-01,13.8
BS-RAS,SA,BAL,EE,2016-09-01,15.4
BS-RAS,SA,BAL,EL,2016-09-01,3.3
BS-RAS,SA,BAL,ES,2016-09-01,4.3
BS-RAS,SA,BAL,EU28,2016-09-01,14.7
BS-RAS,SA,BAL,FI,2016-09-01,7.7
BS-RAS,SA,BAL,FR,2016-09-01,13.2
BS-RAS,SA,BAL,HR,2016-09-01,2.9
BS-RAS,SA,BAL,HU,2016-09-01,5.9
BS-RAS,SA,BAL,IT,2016-09-01,14.8
BS-RAS,SA,BAL,LT,2016-09-01,1
BS-RAS,SA,BAL,LV,2016-09-01,1.5
BS-RAS,SA,BAL,ME,2016-09-01,5.6
BS-RAS,SA,BAL,MK,2016-09-01,3.3
BS-RAS,SA,BAL,MT,2016-09-01,8.7
BS-RAS,SA,BAL,NL,2016-09-01,11.5
BS-RAS,SA,BAL,PL,2016-09-01,7
BS-RAS,SA,BAL,PT,2016-09-01,2.9
BS-RAS,SA,BAL,RO,2016-09-01,-5.4
BS-RAS,SA,BAL,RS,2016-09-01,6.5
BS-RAS,SA,BAL,SE,2016-09-01,21.1
BS-RAS,SA,BAL,SI,2016-09-01,7.9
BS-RAS,SA,BAL,SK,2016-09-01,10.3
BS-RAS,SA,BAL,TR,2016-09-01,0.8
BS-RAS,SA,BAL,UK,2016-09-01,20.3
BS-RCI,NSA,BAL,AT,2016-09-01,-0.5
BS-RCI,NSA,BAL,BE,2016-09-01,-13.3
BS-RCI,NSA,BAL,BG,2016-09-01,21.2
BS-RCI,NSA,BAL,CY,2016-09-01,0.3
BS-RCI,NSA,BAL,CZ,2016-09-01,18.6
BS-RCI,NSA,BAL,DE,2016-09-01,-3.7
BS-RCI,NSA,BAL,DK,2016-09-01,3.7
BS-RCI,NSA,BAL,EA19,2016-09-01,-0.1
BS-RCI,NSA,BAL,EE,2016-09-01,5
BS-RCI,NSA,BAL,EL,2016-09-01,9.7
BS-RCI,NSA,BAL,ES,2016-09-01,12.2
BS-RCI,NSA,BAL,EU28,2016-09-01,2
BS-RCI,NSA,BAL,FI,2016-09-01,-10.3
BS-RCI,NSA,BAL,FR,2016-09-01,-7.2
BS-RCI,NSA,BAL,HR,2016-09-01,7.4
BS-RCI,NSA,BAL,HU,2016-09-01,3.8
BS-RCI,NSA,BAL,IT,2016-09-01,5.4
BS-RCI,NSA,BAL,LT,2016-09-01,11
BS-RCI,NSA,BAL,LV,2016-09-01,7.2
BS-RCI,NSA,BAL,ME,2016-09-01,16.7
BS-RCI,NSA,BAL,MK,2016-09-01,2.1
BS-RCI,NSA,BAL,MT,2016-09-01,14.9
BS-RCI,NSA,BAL,NL,2016-09-01,6.2
BS-RCI,NSA,BAL,PL,2016-09-01,1.7
BS-RCI,NSA,BAL,PT,2016-09-01,1.1
BS-RCI,NSA,BAL,RO,2016-09-01,-4.4
BS-RCI,NSA,BAL,RS,2016-09-01,11.6
BS-RCI,NSA,BAL,SE,2016-09-01,15.7
BS-RCI,NSA,BAL,SI,2016-09-01,32.5
BS-RCI,NSA,BAL,SK,2016-09-01,18.3
BS-RCI,NSA,BAL,TR,2016-09-01,-0.1
BS-RCI,NSA,BAL,UK,2016-09-01,7.4
BS-RCI,SA,BAL,AT,2016-09-01,1.1
BS-RCI,SA,BAL,BE,2016-09-01,-14.3
BS-RCI,SA,BAL,BG,2016-09-01,18.6
BS-RCI,SA,BAL,CY,2016-09-01,0
BS-RCI,SA,BAL,CZ,2016-09-01,16.6
BS-RCI,SA,BAL,DE,2016-09-01,-3.6
BS-RCI,SA,BAL,DK,2016-09-01,3.7
BS-RCI,SA,BAL,EA19,2016-09-01,-0.6
BS-RCI,SA,BAL,EE,2016-09-01,9.3
BS-RCI,SA,BAL,EL,2016-09-01,15
BS-RCI,SA,BAL,ES,2016-09-01,11
BS-RCI,SA,BAL,EU28,2016-09-01,0.8
BS-RCI,SA,BAL,FI,2016-09-01,-4.1
BS-RCI,SA,BAL,FR,2016-09-01,-7.8
BS-RCI,SA,BAL,HR,2016-09-01,10.6
BS-RCI,SA,BAL,HU,2016-09-01,2
BS-RCI,SA,BAL,IT,2016-09-01,3
BS-RCI,SA,BAL,LT,2016-09-01,10.1
BS-RCI,SA,BAL,LV,2016-09-01,7.8
BS-RCI,SA,BAL,ME,2016-09-01,16.8
BS-RCI,SA,BAL,MK,2016-09-01,0.4
BS-RCI,SA,BAL,MT,2016-09-01,10.4
BS-RCI,SA,BAL,NL,2016-09-01,5.3
BS-RCI,SA,BAL,PL,2016-09-01,1.6
BS-RCI,SA,BAL,PT,2016-09-01,1.3
BS-RCI,SA,BAL,RO,2016-09-01,-2.8
BS-RCI,SA,BAL,RS,2016-09-01,7.9
BS-RCI,SA,BAL,SE,2016-09-01,12.5
BS-RCI,SA,BAL,SI,2016-09-01,25.2
BS-RCI,SA,BAL,SK,2016-09-01,20.4
BS-RCI,SA,BAL,TR,2016-09-01,-0.4
BS-RCI,SA,BAL,UK,2016-09-01,3.1
BS-REBS,NSA,BAL,AT,2016-09-01,-0.4
BS-REBS,NSA,BAL,BE,2016-09-01,-3
BS-REBS,NSA,BAL,BG,2016-09-01,30
BS-REBS,NSA,BAL,CY,2016-09-01,4.8
BS-REBS,NSA,BAL,CZ,2016-09-01,19.9
BS-REBS,NSA,BAL,DE,2016-09-01,-4.6
BS-REBS,NSA,BAL,DK,2016-09-01,34.8
BS-REBS,NSA,BAL,EA19,2016-09-01,8.2
BS-REBS,NSA,BAL,EE,2016-09-01,0.9
BS-REBS,NSA,BAL,EL,2016-09-01,17.5
BS-REBS,NSA,BAL,ES,2016-09-01,29.5
BS-REBS,NSA,BAL,EU28,2016-09-01,11.3
BS-REBS,NSA,BAL,FI,2016-09-01,-15
BS-REBS,NSA,BAL,FR,2016-09-01,-0.4
BS-REBS,NSA,BAL,HR,2016-09-01,10.6
BS-REBS,NSA,BAL,HU,2016-09-01,16.8
BS-REBS,NSA,BAL,IT,2016-09-01,26.1
BS-REBS,NSA,BAL,LT,2016-09-01,12.4
BS-REBS,NSA,BAL,LV,2016-09-01,1.1
BS-REBS,NSA,BAL,ME,2016-09-01,12.5
BS-REBS,NSA,BAL,MK,2016-09-01,8.3
BS-REBS,NSA,BAL,MT,2016-09-01,24.7
BS-REBS,NSA,BAL,NL,2016-09-01,20.7
BS-REBS,NSA,BAL,PL,2016-09-01,6.2
BS-REBS,NSA,BAL,PT,2016-09-01,2.2
BS-REBS,NSA,BAL,RO,2016-09-01,-26.3
BS-REBS,NSA,BAL,RS,2016-09-01,27.3
BS-REBS,NSA,BAL,SE,2016-09-01,48
BS-REBS,NSA,BAL,SI,2016-09-01,58.9
BS-REBS,NSA,BAL,SK,2016-09-01,42
BS-REBS,NSA,BAL,TR,2016-09-01,2.1
BS-REBS,NSA,BAL,UK,2016-09-01,18.7
BS-REBS,SA,BAL,AT,2016-09-01,0.7
BS-REBS,SA,BAL,BE,2016-09-01,-6.7
BS-REBS,SA,BAL,BG,2016-09-01,28.4
BS-REBS,SA,BAL,CY,2016-09-01,10
BS-REBS,SA,BAL,CZ,2016-09-01,15.8
BS-REBS,SA,BAL,DE,2016-09-01,-3.8
BS-REBS,SA,BAL,DK,2016-09-01,28.7
BS-REBS,SA,BAL,EA19,2016-09-01,7.1
BS-REBS,SA,BAL,EE,2016-09-01,22.9
BS-REBS,SA,BAL,EL,2016-09-01,27.1
BS-REBS,SA,BAL,ES,2016-09-01,29.9
BS-REBS,SA,BAL,EU28,2016-09-01,9.9
BS-REBS,SA,BAL,FI,2016-09-01,-2.9
BS-REBS,SA,BAL,FR,2016-09-01,-3.6
BS-REBS,SA,BAL,HR,2016-09-01,19.9
BS-REBS,SA,BAL,HU,2016-09-01,16.2
BS-REBS,SA,BAL,IT,2016-09-01,23.1
BS-REBS,SA,BAL,LT,2016-09-01,18.3
BS-REBS,SA,BAL,LV,2016-09-01,11.7
BS-REBS,SA,BAL,ME,2016-09-01,32.4
BS-REBS,SA,BAL,MK,2016-09-01,17.6
BS-REBS,SA,BAL,MT,2016-09-01,22.6
BS-REBS,SA,BAL,NL,2016-09-01,9.6
BS-REBS,SA,BAL,PL,2016-09-01,4.8
BS-REBS,SA,BAL,PT,2016-09-01,3.6
BS-REBS,SA,BAL,RO,2016-09-01,-7.4
BS-REBS,SA,BAL,RS,2016-09-01,27.2
BS-REBS,SA,BAL,SE,2016-09-01,44.1
BS-REBS,SA,BAL,SI,2016-09-01,51.2
BS-REBS,SA,BAL,SK,2016-09-01,44.5
BS-REBS,SA,BAL,TR,2016-09-01,10.9
BS-REBS,SA,BAL,UK,2016-09-01,14.7
BS-REM,NSA,BAL,AT,2016-09-01,-2.1
BS-REM,NSA,BAL,BE,2016-09-01,-0.5
BS-REM,NSA,BAL,BG,2016-09-01,8.1
BS-REM,NSA,BAL,CY,2016-09-01,0.7
BS-REM,NSA,BAL,CZ,2016-09-01,19.5
BS-REM,NSA,BAL,DE,2016-09-01,0.9
BS-REM,NSA,BAL,DK,2016-09-01,6.8
BS-REM,NSA,BAL,EA19,2016-09-01,1.8
BS-REM,NSA,BAL,EE,2016-09-01,-11.3
BS-REM,NSA,BAL,EL,2016-09-01,-1.8
BS-REM,NSA,BAL,ES,2016-09-01,6.2
BS-REM,NSA,BAL,EU28,2016-09-01,1.4
BS-REM,NSA,BAL,FI,2016-09-01,-22
BS-REM,NSA,BAL,FR,2016-09-01,-12.6
BS-REM,NSA,BAL,HR,2016-09-01,1.1
BS-REM,NSA,BAL,HU,2016-09-01,5.1
BS-REM,NSA,BAL,IT,2016-09-01,20.3
BS-REM,NSA,BAL,LT,2016-09-01,-2.1
BS-REM,NSA,BAL,LV,2016-09-01,0.5
BS-REM,NSA,BAL,ME,2016-09-01,-4
BS-REM,NSA,BAL,MK,2016-09-01,4
BS-REM,NSA,BAL,MT,2016-09-01,29.5
BS-REM,NSA,BAL,NL,2016-09-01,7.4
BS-REM,NSA,BAL,PL,2016-09-01,1
BS-REM,NSA,BAL,PT,2016-09-01,1.2
BS-REM,NSA,BAL,RO,2016-09-01,-13.7
BS-REM,NSA,BAL,RS,2016-09-01,8.6
BS-REM,NSA,BAL,SE,2016-09-01,11
BS-REM,NSA,BAL,SI,2016-09-01,14.5
BS-REM,NSA,BAL,SK,2016-09-01,20
BS-REM,NSA,BAL,TR,2016-09-01,-6.5
BS-REM,NSA,BAL,UK,2016-09-01,-2.3
BS-REM,SA,BAL,AT,2016-09-01,-1.5
BS-REM,SA,BAL,BE,2016-09-01,0
BS-REM,SA,BAL,BG,2016-09-01,8.5
BS-REM,SA,BAL,CY,2016-09-01,1.1
BS-REM,SA,BAL,CZ,2016-09-01,21.6
BS-REM,SA,BAL,DE,2016-09-01,0.8
BS-REM,SA,BAL,DK,2016-09-01,7.9
BS-REM,SA,BAL,EA19,2016-09-01,2.9
BS-REM,SA,BAL,EE,2016-09-01,0.1
BS-REM,SA,BAL,EL,2016-09-01,-1.8
BS-REM,SA,BAL,ES,2016-09-01,8.9
BS-REM,SA,BAL,EU28,2016-09-01,2.1
BS-REM,SA,BAL,FI,2016-09-01,-16.2
BS-REM,SA,BAL,FR,2016-09-01,-5.4
BS-REM,SA,BAL,HR,2016-09-01,8.7
BS-REM,SA,BAL,HU,2016-09-01,6
BS-REM,SA,BAL,IT,2016-09-01,15
BS-REM,SA,BAL,LT,2016-09-01,-1.4
BS-REM,SA,BAL,LV,2016-09-01,4.1
BS-REM,SA,BAL,ME,2016-09-01,4.9
BS-REM,SA,BAL,MK,2016-09-01,4.2
